name,description,site,github,tags,stars
fnky,"A funky (and ""souly""?) library for functional programming in Javascript",https://github.com/leoasis/fnky,https://github.com/leoasis/fnky,,0
makery.js,"Factory-style (via blueprints) object creation for tests. Inspired by Ruby Machinist.\n\nMakery is a library that allows you to create objects with default values (and possibly overriding those) via the definition of blueprints.\n\nMakery works really well for creating Backbone models, but that is not the only use case. Makery can be used to create any kind of objects from a constructor.",https://github.com/leoasis/makery.js,https://github.com/leoasis/makery.js,testing,0
james.js,James.js is a composable build tool which prefers code over configuration. The usage of streams simplifies its API somewhat in comparison to some other tools.,https://github.com/leonidas/james.js,https://github.com/leonidas/james.js,,0
dustjs,Asynchronous templates for the browser and node.js,https://github.com/linkedin/dustjs,https://github.com/linkedin/dustjs,,0
Fiber.js,Lightweight JavaScript prototypal inheritance library.,https://github.com/linkedin/Fiber,https://github.com/linkedin/Fiber,,0
AutoBlog,AutoBlog is a little JavaScript utility to build static blogs with minimum server support.,https://github.com/lodr/AutoBlog,https://github.com/lodr/AutoBlog,,0
Jest,"Jest provides a way to rapidly create JavaScript (HTML5) games using the canvas element.\n\nJest's features include\n\nState system for handling all of the different states within the game (menus/gameplay/etc.)\nUI elements such as buttons (with hover effects), custom cursor, and text.\nSprite sheet generation to cache rotations and animatins\nAnimated sprites\nParralax backgrounds\nTilemaps\nTiled Sprites\nResource loading (supports images and sounds)\nFully featured particle engine\nClickable sprites, and other mouse events such as the mousewheel.",https://github.com/loktar00/jest,https://github.com/loktar00/jest,"2d, canvas",0
Ares.js,Javascript 3D Game Engine,https://github.com/lonewolfgames/Ares.js,https://github.com/lonewolfgames/Ares.js,3d,0
jQuery.qrcode,generate QR codes dynamically,https://github.com/lrsjng/jQuery.qrcode,https://github.com/lrsjng/jQuery.qrcode,"jquery, qrcode",0
HoverForMore.js,{text-overflow: ellipsis;} on steroids,https://github.com/lukifer/HoverForMore.js,https://github.com/lukifer/HoverForMore.js,"ellipsis, hover, jquery, overflow, zepto",0
WYSIWYG,"An extremely simple WYSIWYG editor using contenteditable.\nInclude jQuery\nInstantiate the Wysiwyg object, and append it to the page\nEnable the contenteditable attribute on an element",https://github.com/maccman/wysiwyg,https://github.com/maccman/wysiwyg,jquery,0
keymaster.js,"Keymaster is a simple (100 LoC or so) micro-library for defining and dispatching keyboard shortcuts. It has no dependencies.\n\nIt?s a work in progress (e.g. beta), so spare me your nerdrage and instead contribute! Patches are welcome, but they are not guaranteed to make it in.",https://github.com/madrobby/keymaster,https://github.com/madrobby/keymaster,,0
jQuery Beeline,jquery shortcut key plugin\nBeeline means take the most direct route. It's keyboard naviagation for web applications.,https://github.com/map7/jquery.beeline,https://github.com/map7/jquery.beeline,jquery,0
Faker.js,Generate massive amounts of fake data in Node.js and the browser.,https://github.com/Marak/Faker.js,https://github.com/Marak/Faker.js,,0
TipTap,"TipTap is a javascript library to ease mouse and touch complex gestures definition and management on HTML DOM elements (so, though not tested, on SVG and Canvas too), as well as to provide a unified way of managing different input devices systems: mouse, touch systems and their specific data structure (iOS, Android, Windows...), Leap Motion hopefully, etc. In fact, it's mostly a present & future based library, mostly aimed at multi-pointers interactivity, instead of our old-fashioned and already outdated mouse. But it of course supports mouse!",https://github.com/marcbourlon/TipTap,https://github.com/marcbourlon/TipTap,,0
Bespoke.js,"DIY Presentation Micro-Framework\n\nLess than 1KB minified and gzipped, with no dependencies.\n\nBespoke.js provides the foundation, then gets out of your way so you can focus on uniquely crafting your own personal deck style.",https://github.com/markdalgleish/bespoke.js,https://github.com/markdalgleish/bespoke.js,,0
Kibo,Kibo is a simple JavaScript library for handling keyboard events.,https://github.com/marquete/kibo,https://github.com/marquete/kibo,,0
Reactive.js,Reactive.js is a pure Javascript library inspired by Functional Reactive Programming.,https://github.com/mattbaker/Reactive.js,https://github.com/mattbaker/Reactive.js,reactive,0
FuckItJS,FuckItJS uses state-of-the-art technology to make sure your javascript code runs whether your compiler likes it or not.,https://github.com/mattdiamond/Fuckitjs,https://github.com/mattdiamond/Fuckitjs,"are, bad-judgment, error, error-handling, god, handling, in, mistakes, my, production, terrible, this, using, why, you",0
testr.js,Clean unit testing of Require.js AMD,https://github.com/mattfysh/testr.js,https://github.com/mattfysh/testr.js,"amd, requirejs, unit",0
kash,Fast and efficient in-memory caching for JavaScript.,https://github.com/matthewhudson/kash,https://github.com/matthewhudson/kash,"cache, caching, data, memory, ram, storage",0
Buckets,"A complete, fully tested and documented data structure library written in JavaScript.",https://github.com/mauriciosantos/buckets,https://github.com/mauriciosantos/buckets,,0
swipeslide,A Zepto Plugin for iOS like swipe navigation. WebKit only.,https://github.com/max-power/swipeslide,https://github.com/max-power/swipeslide,,0
Broadway,A JavaScript H.264 decoder.,https://github.com/mbebenita/Broadway,https://github.com/mbebenita/Broadway,h.264,0
docco-husky,"A streamlined static site generator for project documentation based on Docco. ""Husky"" because it's bigger and more irregular than Docco, like Husky Jeans you would buy at Sears back in the day.",https://github.com/mbrevoort/docco-husky,https://github.com/mbrevoort/docco-husky,,0
jake,"JavaScript build tool, similar to Make or Rake. Built to work with Node.js.",https://github.com/mde/jake,https://github.com/mde/jake,,0
TimezoneJS.Date,"A timezone-enabled, drop-in replacement for the stock JavaScript Date. The timezoneJS.Date object is API-compatible with JS Date, with the same getter and setter methods -- it should work fine in any code that works with normal JavaScript Dates.",https://github.com/mde/timezone-js,https://github.com/mde/timezone-js,timezone,0
Deferred,"Deferred ? Asynchronous JavaScript with Promises\nPromises in a simple and powerful way. Implementation originally inspired by Kris Kowal's Q\n\nDeferred is complete, fastest and most natural promise implementation in JavaScript, with Deferred you can write clear maintainable code that takes maximum out of asynchronicity, in fact due to multi-dimensional nature of promises (chaining and nesting) you're forced to program declaratively.",https://github.com/medikoo/deferred,https://github.com/medikoo/deferred,,0
Unveil.js,Unveil is a data exploration and visualization toolkit that utilizes data-driven software design,https://github.com/michael/unveil,https://github.com/michael/unveil,,0
betterCheckbox,betterCheckbox is a jquery plugin that allows you to customize your checkbox forms using CSS.,https://github.com/michalkow/betterCheckbox,https://github.com/michalkow/betterCheckbox,checkbox,0
bignumber.js,A Javascript library for arbitrary-precision arithmetic.,https://github.com/MikeMcl/bignumber.js,https://github.com/MikeMcl/bignumber.js,decimal,0
Nerdbox,"Nerdbox is a fully-tested, simple lightbox designed for programmers.",https://github.com/mikepack/nerdbox,https://github.com/mikepack/nerdbox,lightbox,0
Canvas Context 2D Wrapper,"Wrapper for HTML5 Canvas Context 2D properties and methods, enabling chaining.\n\nIt's intended to be simple, small and not add new functionalities besides method chaining, it doesn't overwrite the native prototypes/objects and can be used interchangeably with native Context2D methods/properties, works just as a wrapper to native calls.",https://github.com/millermedeiros/CanvasContext2DWrapper,https://github.com/millermedeiros/CanvasContext2DWrapper,,0
TAsync,"TAsync is a javascript module to help the development of asynchronous code. It can be both used with node.js or directly in the browser. TAsync can be characterized as a future/promise library with some unique features:\n\nfollows stack traces across asynchronous calls,\nreal and future values can be mixed freely,\nexecution can be throttled in logical execution time.",https://github.com/mmaroti/tasync,https://github.com/mmaroti/tasync,"future, promise",0
dsjslib,"This is a collection of data structures, implemented in JavaScript. Its written and tested using Node.js but the dependencies are mostly peripheral (e.g util for logging and assert module for testing). So the code can be used in Browser as well with minor changes.",https://github.com/monmohan/dsjslib,https://github.com/monmohan/dsjslib,,0
Monwarp,Simple game engine based on using dojo toolkit with box2dweb integration.,https://github.com/monteslu/monwarp,https://github.com/monteslu/monwarp,dojo,0
node-webcl,This is an implementation of Khronos WebCL specification using NodeJS. This implementation solely relies on OpenCL 1.1 C headers.,https://github.com/Motorola-Mobility/node-webcl,https://github.com/Motorola-Mobility/node-webcl,WebCL,0
mozpay-js,mozpay-js is a NodeJS module for processing navigator.mozPay() payments on a server.\nIt fulfils web payments with navigator.mozPay(),https://github.com/mozilla/mozpay-js,https://github.com/mozilla/mozpay-js,,0
pdf.js,"pdf.js is an HTML5 technology experiment that explores building a faithful and efficient Portable Document Format (PDF) renderer without native code assistance.\n\npdf.js is community-driven and supported by Mozilla Labs. Our goal is to create a general-purpose, web standards-based platform for parsing and rendering PDFs, and eventually release a PDF reader extension powered by pdf.js.",https://github.com/mozilla/pdf.js,https://github.com/mozilla/pdf.js,,0
PathJS,"PathJS is a lightweight, client-side routing library that allows you to create ""single page"" applications using Hashbangs and/or HTML5 pushState.",https://github.com/mtrpcic/pathjs,https://github.com/mtrpcic/pathjs,,0
PollJS,PollJS is a lightweight wrapper for the JavaScript Interval and Timer methods.,https://github.com/mtrpcic/polljs,https://github.com/mtrpcic/polljs,,0
Self,"Self is class-based sugar inspired from Python syntax that's perfect for continuation-passing style. No more var that = this;! The implicit this variable is changed to an explicit self variable that your inner functions inherit. Self plays nicely with existing prototypal, and Backbone OOP.",https://github.com/munro/self,https://github.com/munro/self,,0
jquip,"jQuery getting too big?\n\nThe primary goal of this project would be for the feedback/demand to kickstart jquery.com into re-organizing its code-base so it's more modular since we believe we've proved the most useful parts of jQuery is a fraction of its code-base.\n\nTo this end, follow this project if you want jquery.com to measure the demand for this. Another project with similar goals is http://ender.no.de/ - for node.js. JSLim is another project that takes a novel approach to reducing code size with advanced minification techniques.",https://github.com/mythz/jquip,https://github.com/mythz/jquip,,0
ActionJS,AS3 like in Javascript,https://github.com/neoziro/actionJS,https://github.com/neoziro/actionJS,,0
dc.js,dc.js is a javascript charting library with native crossfilter support and allowing highly efficient exploration on large multi-dimensional dataset (inspired by crossfilter's demo). It leverages d3 engine to render charts in css friendly svg format. Charts rendered using dc.js are naturally data driven and reactive therefore providing instant feedback on user's interaction. The main objective of this project is to provide an easy yet powerful javascript library which can be utilized to perform data visualization and analysis in browser as well as on mobile device.,https://github.com/NickQiZhu/dc.js,https://github.com/NickQiZhu/dc.js,"charts, d3.js",0
slideControl.js,jQuery plugin that allows you to easily make sliders for range inputs.,https://github.com/nikorablin/slideControl,https://github.com/nikorablin/slideControl,jquery,0
LiveFragment,"LiveFragment is a transparent container that allows manipulating a group of contiguous sibling DOM nodes as if they were in a real container node. It is kind of like DocumentFragment, except it manipulates nodes inside their actual parent node.",https://github.com/njoyard/LiveFragment,https://github.com/njoyard/LiveFragment,,0
Screw.Unit,"Screw.Unit is a Behavior-Driven Testing Framework for Javascript. It features nested describes. Its goals are to provide:\n\na DSL for elegant, readable, organized specs;\nan interactive runner that can execute focused specs and describes;\nand brief, extensible source-code.",https://github.com/nkallen/screw-unit,https://github.com/nkallen/screw-unit,bdd,0
Chart.js,"Easy, object oriented client side graphs for designers and developers",https://github.com/nnnick/Chart.js,https://github.com/nnnick/Chart.js,canvas,0
atom,A tiny game library intended to get out of the way and let you write your game.,https://github.com/nornagon/atom,https://github.com/nornagon/atom,2d,0
audiodata,JS interface to encapsulate the Audio Data API methods,https://github.com/notmasteryet/audiodata,https://github.com/notmasteryet/audiodata,,0
jpgjs,Simple JPEG/DCT data decoder in JavaScript.,https://github.com/notmasteryet/jpgjs,https://github.com/notmasteryet/jpgjs,jpeg,0
jvm-js,"Java class format parser, basic JVM execution, etc. using JavaScript",https://github.com/notmasteryet/jvm-js,https://github.com/notmasteryet/jvm-js,java,0
jii.js,"jii.js is a new but powerful JavaScript library created to add some awesome sugar and make your functional programming more fun with Ruby and Python flavour. jii.js doesn't prototype native JavaScript objects until you tell it to do so (via jii.proto() method). The power of jii.js is in its flexibility: it can flatten extremely complicated arrays, check if one complex object has another complex object. Most methods are called after Ruby and Python ones so it will be easy for you to get along with this library.",https://github.com/nthrnth/jii,https://github.com/nthrnth/jii,javascript,0
PicoModal,"A small, self-contained modal library",https://github.com/Nycto/PicoModal,https://github.com/Nycto/PicoModal,modal,0
Stickit,Bind models to views in Backbone style. Stickit offers a simple javascript configuration approach to model binding and seamlessly integrates into a Backbone project.,https://github.com/nytimes/backbone.stickit,https://github.com/nytimes/backbone.stickit,"backbone, plugin",0
nui,"The ""No JavaScript"" User Interface (NUI) project is an experimental web UI library with the goal of allowing developers to create rich, interactive web pages without writing a single line of JavaScript.",https://github.com/nzakas/nui,https://github.com/nzakas/nui,,0
props2js,Props2Js is a command line utility that converts Java properties files into one of three different formats:\n\nJSON\nJSONP\nJavaScript\nThe goal is to allow you to easily store configuration data that is needed for JavaScript in a simple format and then transform it into a format you need in your application.,https://github.com/nzakas/props2js,https://github.com/nzakas/props2js,java,0
doT.js,The fastest + concise javascript template engine\nfor Node.js and browsers.,https://github.com/olado/doT,https://github.com/olado/doT,,0
Custom Elements,"Custom elements are a part of the W3C Web Components specification http://w3c.github.io/webcomponents/spec/custom/. They allow you to define and register new HTML tags/elements in your documents. You can then use these tags as regular HTML.\n\nThis library polyfills the Custom Elements API on browsers today. It is a barebones fork of the X-Tag core library from Mozilla http://www.x-tags.org/. X-Tags in turn uses the Polymer polyfills from Google http://www.polymer-project.org/.\n\nThe aim of this library is to provide a stripped down version of the above polyfills, with zero additional weight.",https://github.com/oliver-moran/custom-elements,https://github.com/oliver-moran/custom-elements,"Custom, Elements, components, html, web",0
rot.js,Roguelike Game Toolkit,https://github.com/ondras/rot.js/,https://github.com/ondras/rot.js/,rogue,0
one.color,"An immutable Javascript color object that works in the browser and NodeJS with support for RGB, HSV, HSL and CMYK. Complete with alpha channel support in all color spaces and implicit color space conversion when getting/modifying a color channel from a different color space.",https://github.com/One-com/one-color,https://github.com/One-com/one-color,"amd, bower, npm",0
Badly Designed Game Engine,BDGE is a game engine written in Javascript that uses HTML5 Canvas and Audio to create in-browser games.,https://github.com/Osmose/bdge,https://github.com/Osmose/bdge,,0
numberformat.js,Standalone port of Google Closure's NumberFormat.,https://github.com/owiber/numberformat.js,https://github.com/owiber/numberformat.js,,0
key-board-short-cuts,A simple example of keyboard shortcuts implementation with javaScript,https://github.com/pantuza/key-board-short-cuts,https://github.com/pantuza/key-board-short-cuts,,0
hotkeys,jQuery plugin to translate hotkeys into jQuery events.\n\nThis separates hotkeys from the actions to which they are bound. This way one just needs to register an event handler for a given action and not directly for a hotkey. The association between hotkey and action can later be changed without the need of changing the event handler of the action.,https://github.com/panzi/hotkeys,https://github.com/panzi/hotkeys,,0
eyeballs.js,"eyeballs.js is a slim javascript library designed to sit on top of a javascript framework, such as jQuery or Prototype.",https://github.com/paulca/eyeballs.js,https://github.com/paulca/eyeballs.js,,0
Platypus,"2D tile based game framework in HTML5\n\nThe Platypus Engine allows rapid development of 2D orthogonal tile based games for deployment in HTML5 compatible browsers. The engine uses a component based model, and includes many ready to use components to allow users to start adding assets and editing levels right away. The component based model lends itself to community members adding new funcitonality, we hope you'll share what you've done!",https://github.com/PBS-KIDS/platypus,https://github.com/PBS-KIDS/platypus,,0
simplesets-nodejs,"This provides a set data type, with an API very close to that of Python's sets module.",https://github.com/PeterScott/simplesets-nodejs,https://github.com/PeterScott/simplesets-nodejs,,0
loader-js,"Versatile & Complete Cross-Platform CommonJS JavaScript Module, Package & Program Loader\nThe PINF JavaScript Loader asynchronously combines what you would traditionally call a package installer and class loader and is intended to be used as the core to all your JavaScript applications no matter what platform they run on.",https://github.com/pinf/loader-js,https://github.com/pinf/loader-js,,0
keymage,"Keymage is a small library for handling key bindings in JavaScript. No dependencies, supports key sequences, nested scopes, etc.",https://github.com/piranha/keymage,https://github.com/piranha/keymage,keyboard,0
JsUnit,JsUnit is a Unit Testing framework for client-side (in-browser) JavaScript. It is essentially a port of JUnit to JavaScript. Also included is a platform for automating the execution of tests on multiple browsers and mutiple machines running different OSs.,https://github.com/pivotal/jsunit,https://github.com/pivotal/jsunit,unit,0
Mobile Transitions for Web,JavaScript library to emulate native mobile transitions. Designed to be as easy to use as possible. Just look to example from archive.,https://github.com/PixelsCommander/Mobile-Transitions,https://github.com/PixelsCommander/Mobile-Transitions,"android, changepage, emulation, ios, jqm, jquery, mobile, pages, transition",0
Jester,Easy JavaScript gesture recognition for iphone and ipad,https://github.com/plainview/Jester,https://github.com/plainview/Jester,,0
Simple Modal by Plasm,SIMPLEMODAL is a small plugin to create modal windows. It can be used to generate alert or confirm messages with few lines of code. Confirm configuration involves the use of callbacks to be applied to affirmative action; it can work in asynchronous mode and retrieve content from external pages or getting the inline content.\nSIMPLEMODAL is not a lightbox although the possibility to hide parts of its layout may partially make it similar.,https://github.com/plasm/simplemodal,https://github.com/plasm/simplemodal,mootools,0
gamecore.js,gamecore.js is a framework to help build high-performance (and large) games.,https://github.com/playcraft/gamecore.js,https://github.com/playcraft/gamecore.js,,0
Polymer,"Polymer is a new type of library for the web, built on top of Web Components, and designed to leverage the evolving web platform on modern browsers.",https://github.com/polymer/polymer,https://github.com/polymer/polymer,"component, google",0
Build-o-Matic,"Python build script for HTML 5 sites.\n\nCompiles and minifies JS from script tags\nGenerates CSS from LESS files\nCleans and compiles CSS\nLossless image optimization of jpgs, pngs, gifs",https://github.com/positlabs/Build-o-Matic,https://github.com/positlabs/Build-o-Matic,"Build, app, html5, python, utility",0
InstagramJS,InstagramJS is a convenience wrapper for the Instagram API,https://github.com/positlabs/InstagramJS,https://github.com/positlabs/InstagramJS,"Instagram, api, wrapper",0
uptodate,"Uptodate automatically updates the timestamps on your webpage to reflect their age over time. \n\nWhen your users hang out on the same page for a while, they will no longer be exposed to outdated timestamps.",https://github.com/prezjordan/uptodate,https://github.com/prezjordan/uptodate,,0
rafaelkyrdan/DOMBuilder,"DOMBuilder\nIt is template mechanism, which creates DOM elements. It doesn't uses concatenating strings.",https://github.com/rafaelkyrdan/DOMBuilder,https://github.com/rafaelkyrdan/DOMBuilder,dom,0
Bacon.js,Functional Reactive Programming library for Javascript. Improves your event-driven and asynchronous Javascript code by removing all mutable state from application code and separating pure code from side-effects.,https://github.com/raimohanska/bacon.js,https://github.com/raimohanska/bacon.js,reactive,0
RaptorJS,"RaptorJS is an open-source toolkit for building JavaScript modules and UI components that function on the server and in the browser. RaptorJS promotes modularity, which is crucial to building reasonably complex HTML web applications that are maintainable, easily testable, and optimized. The central goal of RaptorJS is to enable applications to provide the best user experience.\n\nAs an eBay project, RaptorJS was designed to be extremely efficient and lightweight. Rather than being a monolithic framework, RaptorJS embraces a modular design; it is intended to work alongside existing JavaScript libraries?not replace them.",https://github.com/raptorjs/raptorjs,https://github.com/raptorjs/raptorjs,"Node, amd, component, loader, templating, toolkit, ui, widget",0
Touch,"Touch is a small javascript object that enables touch events, such as: swipe left, swipe right, swipe up, swipe down, pinch in, pinch out, tap and double tap on touch devices.",https://github.com/rasismeiro/touch,https://github.com/rasismeiro/touch,,0
UserKeyboardShortcuts,"UserKeyboardShortcuts is a refactor of the Keyboard class provided by mootools-more. It makes it easy for you to provide local user-customizable keyboard shortcuts for your users that you don't have to care about.\n\nYou just use Keyboard.addShortcuts (provided by Keyboard.Extras) as you usually would, then the user can change the keys to their liking. The assignments they make will be stored using localStorage (failing that a cookie) and will be restored on each subsequent page load.",https://github.com/re5et/UserKeyboardShortcuts,https://github.com/re5et/UserKeyboardShortcuts,,0
LazyLoad,"LazyLoad is a tiny (only 966 bytes minified and gzipped), dependency-free JavaScript utility that makes it super easy to load external JavaScript and CSS files on demand.\n\nWhenever possible, LazyLoad will automatically load resources in parallel while ensuring execution order when you specify an array of URLs to load. In browsers that don't preserve the execution order of asynchronously-loaded scripts, LazyLoad will safely load the scripts sequentially.",https://github.com/rgrove/lazyload/,https://github.com/rgrove/lazyload/,,0
Closure Widgets,"A growing set of widgets built on top of the Closure Library (in particular the goog.ui package). Includes drop-down menus, drag&drop and form handling",https://github.com/rhysbrettbowen/closure-widgets,https://github.com/rhysbrettbowen/closure-widgets,"Closure, ui, widgets",0
functional-closure,Allows you to use point-free style with the Closure Library,https://github.com/rhysbrettbowen/functional-closure,https://github.com/rhysbrettbowen/functional-closure,"Closure, functional, pointfree",0
The G,"Gives a jQuery like interface in to using array, DOM and event functions in to the Closure Library",https://github.com/rhysbrettbowen/G-closure,https://github.com/rhysbrettbowen/G-closure,Closure,0
JSDB,light json data storage that allows indexing of data for faster retrieval and saving to localstorage,https://github.com/rhysbrettbowen/JSDB,https://github.com/rhysbrettbowen/JSDB,db,0
JSONycle,"Allow data structures with circular references to be serialized in to two JSON strings, and be parsed back in to an object complete with circular references",https://github.com/rhysbrettbowen/JSONycle,https://github.com/rhysbrettbowen/JSONycle,"circular, json",0
Loader,Loader is a Dependency Locator that injects dependencies in to classes based on string suggestions. It is built for use with the Closure Library and allows different types of dependencies to be registered and objects to be instantiated asynchronously when their dependencies are met,https://github.com/rhysbrettbowen/Loader,https://github.com/rhysbrettbowen/Loader,"DI, IoC, dependency",0
RightJs.org,"RightJS is a modular JavaScript framework. It has a very skiny (15k gzipped) core that has all the standard features, like dom-manipulation, animation, forms, cookies, events handling and so on.\n\nBut the core in RightJS is not just a closed monolith, on the contrary, it is an open structure, much like Ruby or Python. It provides you with an environment and basic building blocks, which you can reuse, patch, bend and hack, making the core itself fit your application.",https://github.com/rightjs/rightjs-docs,https://github.com/rightjs/rightjs-docs,,0
shortkeys,A jQuery plugin for adding keyboard shortcuts to a web page,https://github.com/riklomas/shortkeys,https://github.com/riklomas/shortkeys,,0
node-trees,"node-trees is a library containing tree data structures. It currently only contains quad-tree, but more will be on the way.",https://github.com/RobertWHurst/node-trees,https://github.com/RobertWHurst/node-trees,,0
OriginJS,"OriginJS is am awesome clent slide router. It's lightweight, easy to use, and has a lot of very powerful features. If your building a single page application, and javascript game, or anything else heavy in javascript, OriginJS will make your application more accessable and might even help you code in a more organized way.",https://github.com/RobertWHurst/OriginJS,https://github.com/RobertWHurst/OriginJS,,0
node-webkit,node-webkit is an app runtime based on Chromium and node.js. You can write native apps in HTML and Javascript with node-webkit. It also lets you to call Node.js modules directly from DOM and enables a new way of writing native applications with all Web technologies.,https://github.com/rogerwang/node-webkit,https://github.com/rogerwang/node-webkit,"chromium, nodejs",0
mass Framework,"mass Framework is a modular, high-quality,  cross-browser , suitable for large-scale development JS framework,supporting  AMD, CSS3 animation, asynchronous calls,templates, and more.",https://github.com/RubyLouvre/mass-Framework,https://github.com/RubyLouvre/mass-Framework,"amd, css3, framework, jquery",0
jStarbox,Starbox (rating stars) clone for jQuery,https://github.com/sabberworm/jStarbox,https://github.com/sabberworm/jStarbox,"jquery, rating, stars",0
fonticate.js,Fontificate is a Javascript library for displaying TrueType font information in the browser. It allows for .ttf files to be parsed and displayed asynchronously without any plugins in a modern browser.,https://github.com/samlecuyer/fontificate,https://github.com/samlecuyer/fontificate,ttf,0
iio,"The iio Engine (pronounced 'ee-oh') is an extensive application framework that helps with the creation and deployment of HTML5 applications. The framework provides a feature rich SDK, an advanced debugging system, and a cross-platform deployment engine. The iio Engine has no dependencies and can be interfaced with Box2D. The core platform is open source and totally free.",https://github.com/sbiermanlytle/iioengine,https://github.com/sbiermanlytle/iioengine,framework,0
iioengine,"The iio Engine is a JavaScript framework that streamlines the development of HTML5 applications. The core platform is open source, and free to use and extend for any purpose.",https://github.com/sbiermanlytle/iioengine,https://github.com/sbiermanlytle/iioengine,,0
ShowOff,"ShowOff is a Sinatra web app that reads simple configuration files for a presentation. It is sort of like a Keynote web app engine - think S5 + Slidedown. I am using it to do all my talks in 2010, because I have a deep hatred in my heart for Keynote and yet it is by far the best in the field.",https://github.com/schacon/showoff,https://github.com/schacon/showoff,ruby,0
Cookies.js,"Cookies.js is a small client-side javascript library that makes managing cookies easy. Compatible with all major browsers (and not so major browsers, like IE 6), the minified library weighs in at less than 1 KB when gzipped. Cookies.js also supports AMD and CommonJS loaders.",https://github.com/ScottHamper/Cookies,https://github.com/ScottHamper/Cookies,"amd, commonjs, cookies, lightweight",0
scripted,Scripted is a fast and lightweight code editor with an initial focus on JavaScript editing. Scripted is a browser based editor and the editor itself is served from a locally running Node.js server instance.,https://github.com/scripted-editor/scripted,https://github.com/scripted-editor/scripted,,0
storage.js,An abstracted storage engine supporting both html5 localstorage and cookies.,https://github.com/seiyria/storage.js,https://github.com/seiyria/storage.js,,0
jsgif,JavaScript GIF parser and player,https://github.com/shachaf/jsgif,https://github.com/shachaf/jsgif,,0
hexengine,"Hex Engine is a 2d HTML5 game engine. It uses advanced rendering techniques to squeeze large amounts of rendering, such as high resolution lighting, into a web browser.",https://github.com/shawndeprey/hexengine,https://github.com/shawndeprey/hexengine,2d,0
FuncTools,FuncTools is a small library of functional programming tools for MooTools.,https://github.com/ShiftSpace/functools,https://github.com/ShiftSpace/functools,,0
numbers.js,"Numbers provides a comprehensive set of mathematical tools that currently are not offered in JavaScript. These tools include basic calculations, calculus, matrix operations, prime numbers, statistics and then some.",https://github.com/sjkaliski/numbers.js,https://github.com/sjkaliski/numbers.js,,0
messageformat.js,ICU MessageFormat for Javascript - i18n Plural and Gender Capable Messages,https://github.com/SlexAxton/messageformat.js,https://github.com/SlexAxton/messageformat.js,,0
yassg,A node.js-based application to generate static web sites with HTML or Markdown and JSON/YAML data.,https://github.com/sma/yassg,https://github.com/sma/yassg,,0
defineObject,A bit of sugar for defining objects and their prototypes.,https://github.com/smelnikov/defineObject,https://github.com/smelnikov/defineObject,"Node, non-commerce, npm, objects",0
munit.js,Microunit testing for javascript,https://github.com/sole/munit.js,https://github.com/sole/munit.js,unit,0
tween.js,"Javascript Tweening Engine\n\nSuper simple, fast and easy to use tweening engine which incorporates optimised Robert Penner's equations.",https://github.com/sole/tween.js,https://github.com/sole/tween.js,,0
Coffee-Physics,"A lightweight physics engine, written in CoffeeScript.",https://github.com/soulwire/Coffee-Physics,https://github.com/soulwire/Coffee-Physics,coffeescript,0
Makisu,"An experimental CSS 3D dropdown concept, wrapped up in a jQuery plugin.",https://github.com/soulwire/Makisu,https://github.com/soulwire/Makisu,jquery,0
Monocle,"I introduce myself, I'm Monocle and I'll help you to create amazing Apps with CoffeeScript.",https://github.com/soyjavi/monocle,https://github.com/soyjavi/monocle,coffeescript,0
tuktuk,"This isn't another frontend framework... is a way to create sites and extend them with your own style. Not trying to be competence of Bootstrap or Foundation, they play in another league. Just worry to create responsive sites easily and fully extensible.",https://github.com/soyjavi/tuktuk,https://github.com/soyjavi/tuktuk,,0
PunyMCE,PunyMCE is a lightweight rich text editor written in javascript. It's designed to be used for things like comments and forums.,https://github.com/spocke/punymce,https://github.com/spocke/punymce,jquery,0
Namespacer.js,A small utility library for creating namespaces in the browser,https://github.com/sporto/namespacer.js,https://github.com/sporto/namespacer.js,,0
Walltime-js,"Walltime-js is a JavaScript library for easily translating a UTC time to a ""Wall Time"" for a particular time zone.\n\nDates in JavaScript do not properly account for daylight savings time for regions other than your own browser configured time zone.\n\nFor example:\n\nYour API sends UTC times in JSON but you need to display them for Chicago time zone to a user viewing your page in Los Angeles.\nWhat was the UTC Time on May 24, 1844 at 9:00 AM in Baltimore, Maryland?",https://github.com/sproutsocial/walltime-js,https://github.com/sproutsocial/walltime-js,timezone,0
Eco,"Eco: Embedded CoffeeScript templates\nEco lets you embed CoffeeScript logic in your markup. It's like EJS and ERB, but with CoffeeScript inside the . Use it from Node.js to render your application's views on the server side, or compile your templates to JavaScript with the eco command-line utility and use them to dynamically render views in the browser.",https://github.com/sstephenson/eco,https://github.com/sstephenson/eco,,0
theBeast,"theBeast is a mini-framework (1.5 KB minified) that lets you organize your javascript in modules, have them speak to each other and linked to the dom, greatly improving maintainability.",https://github.com/standup75/theBeast,https://github.com/standup75/theBeast,,0
Pixie,The free extensible online pixel editor.,https://github.com/STRd6/pixie,https://github.com/STRd6/pixie,"jqcolor, jquery",0
TechEngine,A 3D game engine in Javascript.,https://github.com/Stribe/TechEngine,https://github.com/Stribe/TechEngine,3d,0
Seq,Chainable asynchronous flow control for node.js with sequential and parallel primitives and pipeline-style error handling,https://github.com/substack/node-seq,https://github.com/substack/node-seq,,0
wreq,Java Script loader,https://github.com/substack/wreq,https://github.com/substack/wreq,,0
